ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min),haversine_distance_km,euclidean_distance_deg,euclidean_projected_km,geodesic_distance_km,delivery_distance_km,pickup_distance_km,delivery_hour,delivery_day,delivery_month,delivery_dayofweek,pickup_lag_min,festival_binary,traffic_code,city_code,zone_lat_bin,zone_lon_bin,zone_id,zone_order_density,city_order_share,region_code,restaurant_x_km,restaurant_y_km,delivery_x_km,delivery_y_km,is_outlier,outlier_vote_count,cluster,zone_label,zone_reason
0xd987,KOCRES16DEL01,21.0,4.7,10.003064,76.307589,10.043064,76.347589,2022-02-13,14:55:00,15:05:00,Stormy,High,1,Meal,motorcycle,1.0,No,Metropolitian,23,6.242327304959037,0.05656854249492762,6.346168333841048,6.229376076976667,6.229376076976667,0.0,15,13,2,6,10.0,0,3,3,10.0,76.3,10.0_76.3,17.0,0.7436926605504587,2,8494.521951142402,1119.236321164664,8498.974730774135,1123.7581135164512,False,0,-1,High Demand Zone,High order volume with strong density index.
0x2784,PUNERES13DEL03,23.0,4.7,18.56245,73.916619,18.65245,74.006619,2022-03-04,17:30:00,17:40:00,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,21,13.787879283776235,0.12727922061358338,14.564646538347565,13.764305929575334,13.764305929575334,0.0,17,4,3,4,10.0,0,2,3,18.6,73.9,18.6_73.9,13.0,0.7436926605504587,5,8228.36038824041,2103.4886043795,8238.379142411806,2114.0599568776497,False,0,7,Central Delivery Zone,Cluster centroid is near network center; good hub candidate.
0xc8b6,LUDHRES15DEL02,34.0,4.3,30.899584,75.809346,30.919584,75.829346,2022-02-13,09:20:00,09:30:00,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,20,2.93026184820658,0.028284271247458786,3.419128469892811,2.9277947281095997,2.9277947281095997,0.0,9,13,2,6,10.0,0,1,3,30.900000000000002,75.8,30.9_75.8,31.0,0.7436926605504587,1,8439.05779409109,3619.7150692643127,8441.284183906955,3622.3099927470853,False,0,-1,High Demand Zone,High order volume with strong density index.
0xdb64,KNPRES14DEL02,24.0,4.7,26.463504,80.372929,26.593504,80.502929,2022-02-14,19:50:00,20:05:00,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,41,19.396645082411855,0.18384776310849843,21.70346230591548,19.37348408863585,19.37348408863585,0.0,20,14,2,0,15.0,0,4,3,26.5,80.4,26.5_80.4,6.0,0.7436926605504587,3,8947.07352984393,3056.6020787184184,8961.545063647056,3072.7765952629484,False,0,-1,High Demand Zone,High order volume with strong density index.
0x3af3,MUMRES15DEL03,29.0,4.5,19.176269,72.836721,19.266269,72.926721,2022-04-02,20:25:00,20:35:00,Sandstorms,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,20,13.763996236042704,0.12727922061358088,14.592889946943092,13.740932234405253,13.740932234405253,0.0,20,2,4,5,10.0,0,4,3,19.200000000000003,72.8,19.2_72.8,23.0,0.7436926605504587,4,8108.146692771736,2175.699765952639,8118.1654469431305,2186.3099969518566,False,0,8,Central Delivery Zone,Cluster centroid is near network center; good hub candidate.
0x3aab,MYSRES01DEL01,35.0,4.0,12.311072,76.654878,12.351072,76.694878,2022-03-01,14:55:00,15:10:00,Windy,High,1,Meal,scooter,1.0,No,Metropolitian,33,6.218009778855673,0.056568542494928875,6.371968883431168,6.205589948340002,6.205589948340002,0.0,15,1,3,1,15.0,0,3,3,12.3,76.7,12.3_76.7,25.0,0.7436926605504587,2,8533.18198578051,1381.1310207659676,8537.63476541224,1385.6889524243697,False,0,6,Southern Delivery Zone,Cluster concentrated in southern latitude band.
0x689b,PUNERES20DEL01,33.0,4.2,18.592718,73.773572,18.702718,73.883572,2022-03-16,20:30:00,20:40:00,Sandstorms,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,40,16.849963192144774,0.15556349186103965,17.803457268158297,16.821191645783845,16.821191645783845,0.0,20,16,3,2,10.0,0,4,3,18.6,73.8,18.6_73.8,38.0,0.7436926605504587,4,8212.436469040906,2107.0432439342335,8224.681613028164,2119.966847898702,False,0,7,Central Delivery Zone,Cluster centroid is near network center; good hub candidate.
0x6f67,HYDRES14DEL01,34.0,4.9,17.426228,78.407495,17.496228,78.477495,2022-03-20,20:40:00,20:50:00,Cloudy,Jam,0,Snack,motorcycle,,No,Metropolitian,41,10.757123658609638,0.09899494936612209,11.2893719005256,10.738078032534037,10.738078032534037,0.0,20,20,3,6,10.0,0,4,3,17.400000000000002,78.4,17.4_78.4,71.0,0.7436926605504587,3,8728.282417776143,1970.4974493852649,8736.074782131675,1978.6662299343452,False,0,4,Central Delivery Zone,Cluster centroid is near network center; good hub candidate.
0xc9cf,KOLRES15DEL03,21.0,4.7,22.552672,88.352885,22.582672,88.382885,2022-02-15,21:15:00,21:30:00,Windy,Jam,0,Meal,motorcycle,1.0,No,Urban,15,4.540580660439759,0.042426406871191945,4.9225996761283835,4.533895591762387,4.533895591762387,0.0,21,15,2,1,15.0,0,4,2,22.6,88.4,22.6_88.4,14.0,0.2213302752293578,3,9835.398168316658,2578.0107770214604,9838.737753040457,2581.627289352974,False,0,-1,High Demand Zone,High order volume with strong density index.
0x36b8,PUNERES19DEL02,25.0,4.1,18.563934,73.915367,18.643935,73.995367,2022-03-16,20:20:00,20:25:00,Sandstorms,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,36,12.256093374282093,0.1131377920988368,12.94629667268874,12.23513612361146,12.23513612361146,0.0,20,16,3,2,5.0,0,4,3,18.6,73.9,18.6_73.9,13.0,0.7436926605504587,5,8228.221016237938,2103.662868945412,8237.1265755014,2113.05954983508,False,0,7,Central Delivery Zone,Cluster centroid is near network center; good hub candidate.
0x5795,RANCHIRES06DEL02,31.0,4.7,23.357804,85.325146,23.487804,85.455146,2022-03-10,22:30:00,22:45:00,Sandstorms,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,26,19.61876644735796,0.18384776310849843,21.40453200263837,19.590994221235338,19.590994221235338,0.0,22,10,3,3,15.0,0,1,3,23.400000000000002,85.30000000000001,23.4_85.3,104.0,0.7436926605504587,3,9498.351804581724,2675.3467127010967,9512.823338384847,2691.117847715325,False,0,5,Low Activity Zone,Low demand volume relative to other zones.
0x6c6b,COIMBRES13DEL01,37.0,5.0,11.003669,76.976494,11.013669,76.986494,2022-03-11,08:15:00,08:30:00,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,20,1.5581344177408138,0.014142135623724367,1.5891202482452842,1.554950180979803,1.554950180979803,0.0,8,11,3,4,15.0,0,1,3,11.0,77.0,11.0_77.0,142.0,0.7436926605504587,2,8568.98411513148,1232.5228801807089,8570.097310039411,1233.656943785776,False,0,2,High Demand Zone,High order volume with strong density index.
0xb816,CHENRES19DEL02,33.0,4.3,12.986047,80.218114,13.116047,80.348114,2022-03-27,19:30:00,19:45:00,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,39,20.18066298879514,0.1838477631084997,20.738949534539437,20.140905255245308,20.140905255245308,0.0,19,27,3,6,15.0,0,4,3,13.0,80.2,13.0_80.2,55.0,0.7436926605504587,3,8929.83960287677,1458.138219205104,8944.311136679895,1472.993478784834,False,0,3,Southern Delivery Zone,Cluster concentrated in southern latitude band.
0x539b,MUMRES02DEL01,25.0,4.0,19.221315,72.862381,19.261315,72.902381,2022-03-26,12:25:00,12:30:00,Cloudy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,34,6.116980118803459,0.05656854249492762,6.486147025586216,6.106736943461254,6.106736943461254,0.0,12,26,3,5,5.0,0,3,3,19.200000000000003,72.9,19.2_72.9,5.0,0.7436926605504587,4,8111.003150905491,2181.009578105209,8115.455930537223,2185.7258114315778,False,0,8,Central Delivery Zone,Cluster centroid is near network center; good hub candidate.
0xa1b2,CHENRES01DEL01,29.0,4.5,13.005801,80.250744,13.115801,80.360744,2022-03-27,18:35:00,18:50:00,Sunny,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,15,17.075617986888485,0.15556349186103965,17.548696766055336,17.04198395713032,17.04198395713032,0.0,18,27,3,6,15.0,0,2,3,13.0,80.30000000000001,13.0_80.3,24.0,0.7436926605504587,3,8933.471957861355,1460.395030249105,8945.717101848615,1472.9653606711033,False,0,3,Southern Delivery Zone,Cluster concentrated in southern latitude band.
0x3231,JAPRES16DEL03,27.0,5.0,26.849596,75.800512,26.879596,75.830512,2022-04-05,20:35:00,20:40:00,Stormy,Jam,0,Snack,motorcycle,0.0,No,Urban,18,4.470292664057289,0.04242640687119446,5.016713475474257,4.4650683810240395,4.4650683810240395,0.0,20,5,4,1,5.0,0,4,2,26.8,75.8,26.8_75.8,27.0,0.2213302752293578,1,8438.074397709423,3104.6932908443323,8441.413982433221,3108.4368971227173,False,0,9,Emerging Growth Zone,Mid-demand zone with growth potential.
0x8bc0,SURRES15DEL03,35.0,4.3,21.160522,72.771477,21.250522,72.861477,2022-03-12,23:20:00,23:30:00,Cloudy,Low,1,Drinks,scooter,0.0,No,Metropolitian,38,13.68206342452558,0.12727922061357083,14.69219783264539,13.66073757837138,13.66073757837138,0.0,23,12,3,5,10.0,0,1,3,21.200000000000003,72.8,21.2_72.8,118.0,0.7436926605504587,4,8100.883763914419,2411.0294460892555,8110.902518085814,2421.775852093439,False,0,10,High Demand Zone,High order volume with strong density index.
0x2288,BANGRES09DEL03,32.0,4.0,12.934179,77.615797,13.024179,77.705797,2022-03-16,21:20:00,21:35:00,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,47,13.973201954499304,0.12727922061358088,14.355597983921678,13.94563444308926,13.94563444308926,0.0,21,16,3,2,15.0,0,4,3,12.9,77.60000000000001,12.9_77.6,58.0,0.7436926605504587,2,8640.150999554091,1452.213372647885,8650.169753725486,1462.4948004830214,False,0,1,Southern Delivery Zone,Cluster concentrated in southern latitude band.
0x3c5e,PUNERES04DEL01,23.0,4.8,18.51421,73.838429,18.62421,73.948429,2022-04-02,23:35:00,23:45:00,Windy,Low,2,Buffet,electric_scooter,0.0,No,Urban,12,16.85364200906326,0.15556349186104218,17.799130613290327,16.82479191121949,16.82479191121949,0.0,23,2,4,5,10.0,0,1,2,18.5,73.8,18.5_73.8,34.0,0.2213302752293578,4,8219.656317255285,2097.8246563171842,8231.901461242545,2110.7422992647294,False,0,7,Central Delivery Zone,Cluster centroid is near network center; good hub candidate.
0x3e60,COIMBRES02DEL03,31.0,4.8,11.022477,76.995667,11.052477,77.025667,2022-04-01,22:35:00,22:50:00,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,26,4.674178580504783,0.0424264068711932,4.767598590286878,4.664630782215899,4.664630782215899,0.0,22,1,4,4,15.0,0,1,3,11.0,77.0,11.0_77.0,142.0,0.7436926605504587,2,8571.118443728457,1234.65585891719,8574.458028452254,1238.0583830083156,False,0,2,High Demand Zone,High order volume with strong density index.
0xbff,SURRES16DEL02,36.0,4.1,21.160437,72.774209,21.210437,72.824209,2022-03-05,22:35:00,22:40:00,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,22,7.6016272708713695,0.07071067811865074,8.161738168043943,7.589769422472331,7.589769422472331,0.0,22,5,3,5,5.0,0,1,2,21.200000000000003,72.8,21.2_72.8,118.0,0.2213302752293578,4,8101.1878887632665,2411.0192997987565,8106.75386330293,2416.988713283138,False,0,10,High Demand Zone,High order volume with strong density index.
0xd936,GOARES15DEL02,26.0,4.3,15.51315,73.78346,15.56315,73.83346,2022-02-11,23:25:00,23:35:00,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Urban,21,7.720335076946222,0.07071067811865325,8.022164942145851,7.705941974795929,7.705941974795929,0.0,23,11,2,4,10.0,0,1,2,15.5,73.8,15.5_73.8,10.0,0.2213302752293578,4,8213.53719616587,1748.41070572846,8219.103170705534,1754.187820733618,False,1,-1,High Demand Zone,High order volume with strong density index.
0xd681,GOARES07DEL01,38.0,4.9,15.561295,73.749478,15.601295,73.789478,2022-02-11,13:35:00,13:40:00,Cloudy,High,1,Drinks,scooter,1.0,No,Urban,25,6.1756447911690415,0.056568542494928875,6.418429883294775,6.164143763345328,6.164143763345328,0.0,13,11,2,4,5.0,0,3,2,15.600000000000001,73.7,15.6_73.7,6.0,0.2213302752293578,4,8209.754337229731,1753.9734647152789,8214.207116861462,1758.596125823127,False,1,-1,High Demand Zone,High order volume with strong density index.
0x30c8,PUNERES19DEL02,32.0,4.6,18.563934,73.915367,18.693935,74.045367,2022-04-02,22:35:00,22:45:00,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,30,19.914714472882387,0.18384847021664016,21.03930978146512,19.8806889061088,19.8806889061088,0.0,22,2,4,5,10.0,0,1,3,18.6,73.9,18.6_73.9,13.0,0.7436926605504587,5,8228.221016237938,2103.662868945412,8242.692550041063,2118.93464898133,False,0,7,Central Delivery Zone,Cluster centroid is near network center; good hub candidate.
0xb843,PUNERES02DEL01,33.0,4.9,18.55144,73.804855,18.62144,73.874855,2022-03-08,18:55:00,19:10:00,Sunny,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,22,10.724532561380851,0.09899494936611203,11.327321851247481,10.706184356730288,10.706184356730288,0.0,19,8,3,1,15.0,0,2,3,18.6,73.8,18.6_73.8,38.0,0.7436926605504587,4,8215.91887667139,2102.1957589368576,8223.71124102692,2110.4169071579054,False,0,7,Central Delivery Zone,Cluster centroid is near network center; good hub candidate.
0xb3a0,PUNERES18DEL01,20.0,4.7,18.593481,73.785901,18.633481,73.825901,2022-04-03,14:15:00,14:25:00,Windy,High,1,Snack,scooter,0.0,No,Urban,10,6.127843916971148,0.05656854249492762,6.473296773472877,6.117369061558013,6.117369061558013,0.0,14,3,4,6,10.0,0,3,2,18.6,73.8,18.6_73.8,38.0,0.2213302752293578,4,8213.808927042894,2107.132857946194,8218.261706674626,2111.8314028984832,False,0,7,Central Delivery Zone,Cluster centroid is near network center; good hub candidate.
0x6531,SURRES08DEL01,20.0,4.8,21.173343,72.792731,21.183343,72.802731,2022-03-30,11:00:00,11:10:00,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,19,1.520359413409167,0.014142135623725625,1.6323057054087413,1.51798712661804,1.51798712661804,0.0,11,30,3,2,10.0,0,1,3,21.200000000000003,72.8,21.2_72.8,118.0,0.7436926605504587,4,8103.249748371739,2412.5599315368704,8104.362943279672,2413.75375690637,False,0,10,High Demand Zone,High order volume with strong density index.
0x4bda,HYDRES17DEL02,35.0,5.0,17.451976,78.385883,17.471976,78.405883,2022-04-01,09:45:00,09:55:00,Sunny,Low,2,Snack,scooter,1.0,No,Urban,11,3.0734580051729097,0.028284271247461298,3.225541648446641,3.06801652533814,3.06801652533814,0.0,9,1,4,4,10.0,0,1,2,17.5,78.4,17.5_78.4,26.0,0.2213302752293578,3,8725.87658094112,1973.5017953509325,8728.102970756985,1975.8357420756192,False,0,4,Central Delivery Zone,Cluster centroid is near network center; good hub candidate.
0x9d26,BANGRES17DEL02,26.0,4.9,12.972532,77.608179,12.992532,77.628179,2022-03-28,08:40:00,08:55:00,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,11,3.1051357665361654,0.028284271247460042,3.1901547828528867,3.0990100939446292,3.0990100939446292,0.0,8,28,3,0,15.0,0,1,3,13.0,77.60000000000001,13.0_77.6,51.0,0.7436926605504587,2,8639.302967673228,1456.5942909438643,8641.529357489095,1458.8790832596696,False,0,1,Southern Delivery Zone,Cluster concentrated in southern latitude band.
0x9b18,BANGRES17DEL01,22.0,4.8,12.972532,77.608179,13.042532,77.678179,2022-03-18,23:00:00,23:10:00,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,28,10.867441845209743,0.09899494936611203,11.166118857803925,10.846013590626095,10.846013590626095,0.0,23,18,3,4,10.0,0,1,3,13.0,77.60000000000001,13.0_77.6,51.0,0.7436926605504587,2,8639.302967673228,1456.5942909438643,8647.095332028755,1464.591869833584,False,0,1,Southern Delivery Zone,Cluster concentrated in southern latitude band.
0x5d99,CHENRES11DEL01,35.0,4.3,13.064181,80.236442,13.134181,80.306442,2022-03-14,17:25:00,17:30:00,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,33,10.865479611799305,0.09899494936612209,11.168243792756893,10.844094035055107,10.844094035055107,0.0,17,14,3,0,5.0,0,2,3,13.100000000000001,80.2,13.1_80.2,30.0,0.7436926605504587,3,8931.879866504029,1467.0657501844894,8939.67223085956,1475.0662956137155,False,0,3,Southern Delivery Zone,Cluster concentrated in southern latitude band.
0xb796,SURRES17DEL03,37.0,4.7,21.149569,72.772697,21.239569,72.862697,2022-04-04,19:45:00,19:50:00,Sandstorms,Jam,0,Snack,motorcycle,3.0,No,Metropolitian,52,13.68253519768874,0.12727922061358088,14.691615033405547,13.661199383826538,13.661199383826538,0.0,19,4,4,0,5.0,0,4,3,21.1,72.8,21.1_72.8,20.0,0.7436926605504587,4,8101.019573693186,2409.7220550198736,8111.038327864581,2420.4676642228424,False,0,10,High Demand Zone,High order volume with strong density index.
0x85b4,MUMRES07DEL01,28.0,4.6,19.091458,72.827808,19.201458,72.937808,2022-03-08,19:10:00,19:25:00,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,22,16.82626489005295,0.15556349186103965,17.831473066084047,16.79799879130621,16.79799879130621,0.0,19,8,3,1,15.0,0,4,3,19.1,72.8,19.1_72.8,42.0,0.7436926605504587,4,8107.154502150296,2165.706577360064,8119.3996461375555,2178.6687484913896,False,0,8,Central Delivery Zone,Cluster centroid is near network center; good hub candidate.
0xc644,KOLRES16DEL02,37.0,4.9,22.539129,88.365507,22.559129,88.385507,2022-02-13,10:55:00,11:00:00,Fog,Low,1,Snack,scooter,1.0,No,Urban,16,3.0272411123731655,0.028284271247468833,3.2814949888261045,3.0227804656534882,3.0227804656534882,0.0,11,13,2,6,5.0,0,1,2,22.5,88.4,22.5_88.4,16.0,0.2213302752293578,3,9836.80324292945,2576.378420489672,9839.029632745318,2578.789104572976,False,0,-1,High Demand Zone,High order volume with strong density index.
0x6999,MUMRES02DEL03,23.0,4.9,19.221315,72.862381,19.281315,72.922381,2022-03-24,21:40:00,21:45:00,Sunny,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,11,9.175206517755331,0.0848528137423864,9.729534170722708,9.1598473686937,9.1598473686937,0.0,21,24,3,3,5.0,0,4,3,19.200000000000003,72.9,19.2_72.9,5.0,0.7436926605504587,4,8111.003150905491,2181.009578105209,8117.682320353088,2188.084359421232,False,0,8,Central Delivery Zone,Cluster centroid is near network center; good hub candidate.
0x63b6,BANGRES05DEL03,27.0,4.9,12.970324,77.645748,13.030324,77.705748,2022-03-19,19:00:00,19:15:00,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,25,9.315082043943436,0.08485281374238766,9.570816288210686,9.296712100181105,9.296712100181105,0.0,19,19,3,5,15.0,0,2,3,13.0,77.60000000000001,13.0_77.6,51.0,0.7436926605504587,2,8643.485129622839,1456.3420611385754,8650.164299070437,1463.1969294752369,False,0,1,Southern Delivery Zone,Cluster concentrated in southern latitude band.
0xa30b,CHENRES11DEL01,37.0,4.8,13.064181,80.236442,13.104181,80.276442,2022-03-09,16:45:00,16:55:00,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Urban,26,6.209029677800828,0.056568542494928875,6.381654060203355,6.196805343667927,6.196805343667927,0.0,16,9,3,2,10.0,0,2,2,13.100000000000001,80.2,13.1_80.2,30.0,0.2213302752293578,3,8931.879866504029,1467.0657501844894,8936.332646135761,1471.6372118867616,False,0,3,Southern Delivery Zone,Cluster concentrated in southern latitude band.
0x3556,SURRES09DEL01,33.0,5.0,21.175975,72.795503,21.185975,72.805503,2022-03-19,11:30:00,11:40:00,Sunny,High,2,Snack,scooter,1.0,No,Metropolitian,18,1.5203468277296832,0.014142135623733162,1.632321246542225,1.5179748068733323,1.5179748068733323,0.0,11,19,3,5,10.0,0,3,3,21.200000000000003,72.8,21.2_72.8,118.0,0.7436926605504587,4,8103.558326000218,2412.8741385469007,8104.671520908152,2414.067985165551,False,0,10,High Demand Zone,High order volume with strong density index.
0x5554,RANCHIRES15DEL01,31.0,4.9,23.369746,85.33982,23.409746,85.37982,2022-04-03,15:10:00,15:15:00,Fog,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,16,6.03723373141473,0.05656854249491757,6.58511606407543,6.028674005255561,6.028674005255561,0.0,15,3,4,6,5.0,0,2,3,23.400000000000002,85.30000000000001,23.4_85.3,104.0,0.7436926605504587,3,9499.985306789626,2676.7948274547316,9504.438086421354,2681.6462712737007,False,0,5,Low Activity Zone,Low demand volume relative to other zones.
0x25fd,BANGRES19DEL01,31.0,4.8,12.914264,77.6784,13.024264,77.7884,2022-03-25,22:45:00,22:55:00,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,23,17.078689088406946,0.1555634918610409,17.545372564248378,17.044988256333504,17.044988256333504,0.0,22,25,3,4,10.0,0,1,3,12.9,77.7,12.9_77.7,23.0,0.7436926605504587,2,8647.119933636222,1449.9388231993637,8659.36507762348,1462.5045124820722,False,0,1,Southern Delivery Zone,Cluster concentrated in southern latitude band.
